id,sentiment,text,scores,compound,pos,neu,neg,Predicted_Sentiment
5200,Neutral,"Nice. If America elects #Hillary, we will have another entertainer in chief in office. #GOPDebate  https://t.co/3LVlEiUkoI","{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.6597}",0.6597,0.278,0.722,0.0,Positive
5201,Negative,RT @MattGoldich: Not one other candidate willing to take a hard line on Rosie O'Donnell. Shameful. #GOPDebate,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.5574}",-0.5574,0.0,0.753,0.247,Negative
5202,Neutral,RT @ChantaBSN: Read @docrocktex26 twitter feed for #GOPDebate real talk.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5203,Negative,#JebBush at the first #GOPDebate. http://t.co/m0ygq0jJml,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5204,Positive,"RT @YaakovSchapiro: My #GOPDebate analysis, 8) (Rabbi) Dr. Carson = Too soft, does have ideas, Needs some major good moments, Has zero to l…","{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.7003}",0.7003,0.216,0.784,0.0,Positive
5205,Negative,RT @CarolHello1: #GOPDebate: @FoxNews Failed https://t.co/GCLQY4kaq5,"{'neg': 0.398, 'neu': 0.602, 'pos': 0.0, 'compound': -0.5106}",-0.5106,0.0,0.602,0.398,Negative
5206,Neutral,RT @HaroldItz: For the savviest #GOPdebate analysis and campaign news for progressives get a free subscription to the @nationalmemo's daily…,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.5106}",0.5106,0.155,0.845,0.0,Positive
5207,Positive,"#GOPDebate made me think about who'd I want to listen to &amp; see on my TV every day? Walker, Carson, Kasich, Huckabee -Yes Hillary, Carly-NO","{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.4588}",0.4588,0.154,0.846,0.0,Positive
5208,Positive,Trump schooling Chris Wallace reminded me of that scene in Back To School where Dangerfield schooled the nerdy biz professor. #GOPDebate,"{'neg': 0.057, 'neu': 0.943, 'pos': 0.0, 'compound': -0.0516}",-0.0516,0.0,0.943,0.057,Negative
5209,Negative,RT @alexandraheuser: YYYYY do NON Conservatives get all the coverage and PROMOTION on #FoxNews ??? http://t.co/FhoI6AOsWf #FoxNews #GOPDeba…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5210,Negative,@aliseeeeb captured the #GOPDebate perfectly http://t.co/3UNfah5r4A,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,0.457,0.543,0.0,Positive
5211,Positive,Thank goodness this whacko was interviewed #GOPDebate I mean she clearly is a visionary. http://t.co/TSuQ5nmznL,"{'neg': 0.0, 'neu': 0.437, 'pos': 0.563, 'compound': 0.891}",0.891,0.563,0.437,0.0,Positive
5212,Neutral,Actual picture of trump at the #GOPDebate last night. #parksaandrec http://t.co/7OGgAP9ear,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5213,Positive,The #DonaldTrump show! #foxnews #GOPDebate http://t.co/fO3D5Ad0ag,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5214,Negative,"RT @YaakovSchapiro: My #GOPDebate analysis, 7) Sen. Paul = Can be nasty, I personally dont like his tone, Does show leadership, Will hover …","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.6917}",-0.6917,0.0,0.769,0.231,Negative
5215,Neutral,"RT @BettyBowers: Jeb Bush: ""Obama is at fault, not my brother, because Obama didn't clean up the mess my brother made."" #GOPDebate","{'neg': 0.282, 'neu': 0.718, 'pos': 0.0, 'compound': -0.7549}",-0.7549,0.0,0.718,0.282,Negative
5216,Negative,The GOP candidates were grilled.  Hard.  Expecting softballs on the Dem side #GOPDebate #tcot #ccot #ycot http://t.co/lU2h8mspy9,"{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.1027}",-0.1027,0.0,0.92,0.08,Negative
5217,Negative,.@megynkelly doesn't like @realDonaldTrump or @AnnCoulter. I wonder why. #AntiWhites FORCE #immigration/#assimilation. #GOPdebate #FoxNews,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.2755}",-0.2755,0.0,0.85,0.15,Negative
5218,Positive,"Great, great list idea for localization of election coverage: http://t.co/3yrrQf7AxL #GOPDebate","{'neg': 0.0, 'neu': 0.523, 'pos': 0.477, 'compound': 0.8481}",0.8481,0.477,0.523,0.0,Positive
5219,Negative,LMFAO ROFL hahahaha. What I wouldn't give to see 1980s Shit Lord Ron Paul on that stage. #GOPDebate,"{'neg': 0.137, 'neu': 0.533, 'pos': 0.33, 'compound': 0.7241}",0.7241,0.33,0.533,0.137,Positive
5220,Positive,At least #DonaldTrump can make you laugh. Hope Americans can see beyond that. Trouble in paradise orelse #GOPDebate  https://t.co/0DiB68mbJn,"{'neg': 0.095, 'neu': 0.528, 'pos': 0.377, 'compound': 0.8402}",0.8402,0.377,0.528,0.095,Positive
5221,Negative,"After hearing the summary from the  #GOPDebate last night, if a Republican wins the election, we're screwed","{'neg': 0.153, 'neu': 0.67, 'pos': 0.177, 'compound': 0.128}",0.128,0.177,0.67,0.153,Positive
5222,Positive,"RT @YaakovSchapiro: My #GOPDebate analysis 6) Ted Cruz = A true reaganite, Strong principles, Had great moments, Not a politician, Will ris…","{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.8807}",0.8807,0.389,0.611,0.0,Positive
5223,Negative,"#GOPDebate TRUMP ""gotcha questions"" not enlightening, but anger provoking; very disappointing @BillHemmer &amp; @marthamaccallum much better","{'neg': 0.318, 'neu': 0.398, 'pos': 0.284, 'compound': 0.0146}",0.0146,0.284,0.398,0.318,Neutral
5224,Neutral,Funny how the #MSM shares their mocking attitude w Europeans towards taxpaying Americans. (The ones who save their a$$es in war.) #GOPDebate,"{'neg': 0.096, 'neu': 0.607, 'pos': 0.296, 'compound': 0.6808}",0.6808,0.296,0.607,0.096,Positive
5225,Positive,@rhondalevaldo @JohnKasich brought up initiatives but journalist moderators didn't follow up w/ him. @TalkPoverty #GOPDebate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5226,Negative,RT @KyleKulinski: Ted Cruz is carrying an AR15. Says it's his right to bring it on stage. #GOPDebate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5227,Negative,"Breaking: Rosie O'Donnell responds to Trump by snapping angry selfie...
#GOPDebate http://t.co/hF0vZjFOD3","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5106}",-0.5106,0.0,0.769,0.231,Negative
5228,Neutral,"Fact- checking the #GOPDebate, late night edition. http://t.co/TUhDUuj83r via @factcheckdotorg #FoxNewsDebate","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5229,Negative,Is FOXNews a long-game liberal conspiracy to drive the Republican Party so far right that it will never win a general election? #GOPdebate,"{'neg': 0.238, 'neu': 0.662, 'pos': 0.099, 'compound': -0.582}",-0.582,0.099,0.662,0.238,Negative
5230,Negative,"RT @PaulProvenza: ""To honor the people that died"".You mean the ones your brother sent there with a lie? Just wanna be sure those are the sa…","{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.6705}",0.6705,0.193,0.807,0.0,Positive
5231,Neutral,An interesting look at the 2016 candidates: calculated slow thinking vs emotional fast thinking #GOPDebate   https://t.co/c3F1n5c1pT,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.5106}",0.5106,0.235,0.765,0.0,Positive
5232,Neutral,#GOPDebate TakeAway: https://t.co/y4X4bZ4Tdy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5233,Negative,Well of course. Where else can you get this quality of stand up comedy? #GOPDebate  https://t.co/l9ZAV3Awqe,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.5574}",0.5574,0.247,0.753,0.0,Positive
5234,Neutral,"RT @_Holly_Renee: ""Would you bring back water boarding?""
Carson: I wouldn't broadcast what we're doing...there's no such thing as a PC war.…","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.896,0.104,Negative
5235,Neutral,"The candidates discuss Planned Parenthood, Roe v. Wade and abortion at the #GOPDebate http://t.co/SQueP9HaF1 http://t.co/N4RsY5VPcp…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5236,Neutral,The perfect remedy for a #GOPDebate hangover is to #FF @KCBoyd3  @ArlissBunny @Shopaholic_918 @RepEsty  @Elizabeth_Esty @NicoleBelle,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.5719}",0.5719,0.209,0.791,0.0,Positive
5237,Neutral,"Can't #UniteBlue: Which group is more likely to truly restore a culture of life?
#PPSellsBabyParts #GOPDebate 
#Go… http://t.co/cNN0R1q2NF","{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.6557}",0.6557,0.263,0.737,0.0,Positive
5238,Negative,RT @Apipwhisperer: @HomerWhite HOW COME FOX WANTS TO BE THE THIRD PARTY??? #GOPDEBATE,"{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.6089}",0.6089,0.249,0.751,0.0,Positive
5239,Negative,"RT @pastorjgkell: ""If God had perceived that our greatest need was political stability, He would have sent us a politician."" - D.A Carson

…","{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.743}",0.743,0.249,0.751,0.0,Positive
5240,Positive,@CNN is fact checking last night's #GOPDebate. This is awesome.,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}",0.6249,0.313,0.687,0.0,Positive
5241,Neutral,RT @aqv21: How #Hillary Looked When Watching #CarlyFiorina #GOPDebate #Carly2016 #tcot #pjnet #ccot #tlot #RedNationRising http://t.co/aYgM…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5242,Negative,Megyn Kelly Chris Wallace and Brett Bair were no doubt posing questions to incite attacks and drama..and it backfired #GOPDebate @FoxNews,"{'neg': 0.297, 'neu': 0.703, 'pos': 0.0, 'compound': -0.765}",-0.765,0.0,0.703,0.297,Negative
5243,Positive,"@billmaher - of all the things you can call Dr. Ben Carson the neurosurgeon... ""idiot"" is certainly not one of them. #BenCarson #GOPDebate","{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.34}",0.34,0.103,0.897,0.0,Positive
5244,Negative,"Curious, did @JudahWorldChamp coach @realDonaldTrump for last nights debate? #theSwaggerLookedFamiliar #GOPDebate #Comedy","{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.3182}",0.3182,0.173,0.827,0.0,Positive
5245,Negative,Christie w/ his 9/11 nonsense showed that patriotism surely is the last refuge of a scoundrel. (Samuel Johnson) #GOPDebate,"{'neg': 0.125, 'neu': 0.741, 'pos': 0.134, 'compound': 0.0516}",0.0516,0.134,0.741,0.125,Positive
5246,Negative,@SmittyMyBro Their publicly stated beliefs alone are enough to prove just how moon howling batshit crazy these skin jobs are. #GOPDebate,"{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.5267}",-0.5267,0.0,0.812,0.188,Negative
5247,Positive,"RT @YaakovSchapiro: My #GOPDebate analysis, 4) Marco Rubio = Strong leadership, Great answers, real ideas &amp; solutions, super presidential. …","{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.9186}",0.9186,0.481,0.519,0.0,Positive
5248,Negative,"RT @SaintPetersblog: “I made a lot of money in Atlantic City,” is exactly what you want to hear come out of the mouth of a presidential can…","{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.0772}",0.0772,0.051,0.949,0.0,Positive
5249,Negative,"@DWStweets the only word that you could come up with to sum the #GOPDebate was ""Misogyny"" ....seriously?? #BYE","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5250,Negative,@JohnKasich says ONCE we have economic growth THEN we extend it to lower class? REALLY?  #GOPDebate @SenSanders @TheDemocrats @SenateDems,"{'neg': 0.096, 'neu': 0.7, 'pos': 0.204, 'compound': 0.3527}",0.3527,0.204,0.7,0.096,Positive
5251,Negative,You'd think God had a role in running this country. http://t.co/fcL1hDYxgN #GOPDebate #fail,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2732}",0.2732,0.16,0.84,0.0,Positive
5252,Neutral,RT @tiffinit: Notable quotes from the #GOPDebate http://t.co/GyAQEDBV4s put together by @jessilespie @JDante_PR @selhussain,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5253,Positive,RT @EightDotters: I just took a stroll through #GOPDebate hashtag. Have spit loads of coffee laughing. Good form progressives. (@djmorrison…,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.7269}",0.7269,0.276,0.724,0.0,Positive
5254,Negative,"RT @FabulousMissEm: Man, Republicans really hate women. #GOPDebate","{'neg': 0.363, 'neu': 0.637, 'pos': 0.0, 'compound': -0.6115}",-0.6115,0.0,0.637,0.363,Negative
5255,Negative,RT @rossoAnto: Haven't seen 10 people who looked this orange since Holland lined up for the third place match in Brazil. #GOPDebate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5256,Negative,The First Republican Debate Was a Mess and the GOP Should be Embarrassed of Itself http://t.co/9ChaZbH9Mn #GOPDebate,"{'neg': 0.263, 'neu': 0.737, 'pos': 0.0, 'compound': -0.6124}",-0.6124,0.0,0.737,0.263,Negative
5257,Positive,#GOPDebate  I think Megyn Kelly succeeded in her primary goal last night.  People are talking about her today. #FoxDebate  #FOXNEWSDEBATE,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.4215}",0.4215,0.135,0.865,0.0,Positive
5258,Negative,"Protect your business get it in writing with contracts, Don't be unprepared like some of the GOP candidates. Free 30 min consult #GOPDebate","{'neg': 0.075, 'neu': 0.714, 'pos': 0.211, 'compound': 0.5845}",0.5845,0.211,0.714,0.075,Positive
5259,Negative,RT @ShannonSanford9: Undoubtedly @FoxNews doesn't want @TedCruz to have any questions. #SMH #GOPDebate,"{'neg': 0.092, 'neu': 0.908, 'pos': 0.0, 'compound': -0.0572}",-0.0572,0.0,0.908,0.092,Negative
5260,Positive,"RT @paulapoundstone: #GOPDebate  If humble beginnings are an important part of being a candidate, our country is becoming a goddamned candi…","{'neg': 0.13, 'neu': 0.787, 'pos': 0.083, 'compound': -0.25}",-0.25,0.083,0.787,0.13,Negative
5261,Neutral,ONE OF THESE PEOPLE MIGHT BE PRESIDENT. #GOPDebate http://t.co/60OP6npDmv,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5262,Positive,"RT @YaakovSchapiro: My #GOPDebate analysis, 3) Scott Walker = I expected more charisma, ideas &amp; solutions, Still has a strong chance, Might…","{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.7184}",0.7184,0.304,0.696,0.0,Positive
5263,Negative,Last night on FOX: Watch ten old white men ass they all go balls deep in a big bowl of crazy gravy together. #GOPDebate #Democracy,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.7096}",-0.7096,0.0,0.789,0.211,Negative
5264,Negative,The perfect remedy for a #GOPDebate hangover is to #FF @1Brian @kendracp @tracywilson @jimmy_dore @wherevermag @SarahBurris @AuthorKimberley,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.5719}",0.5719,0.198,0.802,0.0,Positive
5265,Positive,RT @ShannonSanford9: The debate is over.... Hands down @TedCruz my man! #GOPDebate http://t.co/2PlnkF7Zi0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5266,Negative,"RT @YaakovSchapiro: My #GOPDebate analysis, 2)Jeb Bush = Saw some uncomfortable moments in him, could use more attractiveness, Needs more g…","{'neg': 0.11, 'neu': 0.76, 'pos': 0.131, 'compound': 0.1263}",0.1263,0.131,0.76,0.11,Positive
5267,Neutral,RT @CaroMT: Trump may have fancy hotels. But Cruz has God on speed dial. Never forget this. #GOPDebate,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.5645}",0.5645,0.225,0.775,0.0,Positive
5268,Positive,"Frank Luntz #GOPdebate
Ted Cruz. Great news!
https://t.co/Cos4PGNMPd","{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.6588}",0.6588,0.386,0.614,0.0,Positive
5269,Neutral,"Lindsey Graham could be the solution for insomniacs everywhere.

#GOPDebate","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}",0.3182,0.204,0.796,0.0,Positive
5270,Negative,"RT @adambrownagency: Im calling the #GOPdebate and post debate ""The Trump Attack"" @realDonaldTrump did an awesome job taking everybody, inc…","{'neg': 0.123, 'neu': 0.714, 'pos': 0.163, 'compound': 0.25}",0.25,0.163,0.714,0.123,Positive
5271,Negative,"Join ISIS and sign your death warrant, Signed @tedcruz next President of the US󾓦 #GOPDebate #WakeUpAmerica #CruzCrew","{'neg': 0.185, 'neu': 0.711, 'pos': 0.104, 'compound': -0.4019}",-0.4019,0.104,0.711,0.185,Negative
5272,Negative,"If @megynkelly moderated Perot debate: ""Mr Perot, u r ugly! Doesn't that disqualify u from being President?"" #FoxNews sucked #GOPDebate","{'neg': 0.305, 'neu': 0.695, 'pos': 0.0, 'compound': -0.7644}",-0.7644,0.0,0.695,0.305,Negative
5273,Neutral,"RT @hawesness: Last night's #GOPDebate: what topics merited attention, and which were ignored #GOPtbt http://t.co/ofPk4G0SHj","{'neg': 0.13, 'neu': 0.734, 'pos': 0.136, 'compound': 0.0258}",0.0258,0.136,0.734,0.13,Neutral
5274,Negative,"#GOPDebate Trump = idiot, brought up important issues people like #Cruz had already brought up. He just said it like an ass, got publicity.","{'neg': 0.215, 'neu': 0.57, 'pos': 0.215, 'compound': -0.25}",-0.25,0.215,0.57,0.215,Negative
5275,Positive,".@SheriffClarke Glad ou came. Yes, @carlyfiorina nailed it at #GopDebate, the @acu @Bootcamp after and with @hardball_chris  Travel safely","{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.836}",0.836,0.357,0.643,0.0,Positive
5276,Positive,"RT @YaakovSchapiro: Thank you @FoxNews @BretBaier @megynkelly Chris Wallace, &amp; team, you guys put in tremendous amount of work for tonight'…","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",0.3612,0.111,0.889,0.0,Positive
5277,Negative,@megynkelly @realDonaldTrump #GOPDebate Call Donald for being sexist? What do photos like this do for women? http://t.co/9QGldRUgnG,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.4329}",0.4329,0.152,0.848,0.0,Positive
5278,Neutral,RT @ShannonSanford9: Is the #GOPDebate scared of @TedCruz? #ConstitutionalCrisis http://t.co/uXyocT6Ckt,"{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.4404}",-0.4404,0.0,0.756,0.244,Negative
5279,Positive,That moment when you graduated from High School so you can watch the #GOPDebate and #DonaldTrump :)),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5280,Neutral,RT @LouisOrtiz92: .@realDonaldTrump Makes His Mark During 1st #GOPDebate. His moments right here: http://t.co/gcXaL2E3iq via @NBCNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5281,Neutral,RT @joeflyde: #KKKorGOP during the #GOPDebate http://t.co/gRW9cK3XcB (2/2),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5282,Negative,The clear winner of the #GOPDebate is anyone who didn't watch it.,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.7506}",0.7506,0.39,0.61,0.0,Positive
5283,Negative,"RT @BettyBowers: The essence of a GOP remarks about your family: ""No! My father was an even bigger loser than his!""  #GOPDebate","{'neg': 0.166, 'neu': 0.834, 'pos': 0.0, 'compound': -0.6103}",-0.6103,0.0,0.834,0.166,Negative
5284,Negative,"@ZeitgeistGhost
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.25}",-0.25,0.0,0.833,0.167,Negative
5285,Negative,RT @FemsHaveBallz: The real loser in the debate to me was Jeb. The establishment is begging for us to vote for him &amp; he showed us why we sh…,"{'neg': 0.108, 'neu': 0.892, 'pos': 0.0, 'compound': -0.5267}",-0.5267,0.0,0.892,0.108,Negative
5286,Neutral,I'm going to share MY post-debate analysis on @Periscope (RobCarpenter2).  Join me.  #GOPDEBATE,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.5267}",0.5267,0.286,0.714,0.0,Positive
5287,Negative,#ProWrestling Can Teach You Everything You Need to Know About the #GOPDebate http://t.co/bRlwGxXKIs same target audience too,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5288,Neutral,RT @LilaGraceRose: Is @tedcruz going to be asked any questions soon? #GOPDebate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
5289,Positive,"""Freedom is not free and we must fight for it every day.""  -@RealBenCarson Even if you don't vote for the guy, appreciate #truth #GOPDebate","{'neg': 0.165, 'neu': 0.621, 'pos': 0.214, 'compound': 0.3814}",0.3814,0.214,0.621,0.165,Positive
